序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688727,C恒坤,51.54,-11.47,-6.68,232204,1249701710.0,10.6,57.68,51.51,53.0,58.22,0.7,46.22,235.01,9.34,2025-11-21
2,301638,C南网数,22.2,0.91,0.2,1238857,2832364848.13,13.77,24.3,21.27,22.0,22.0,0.78,52.72,334.78,6.62,2025-11-21
3,603092,德力佳,72.77,-3.32,-2.5,78873,584530557.0,5.27,76.28,72.31,74.28,75.27,0.95,23.58,34.66,5.49,2025-11-21
4,603376,大明电子,38.68,-5.96,-2.45,48249,191254535.0,5.66,40.99,38.66,40.81,41.13,0.98,15.55,60.17,9.19,2025-11-21
5,603334,丰倍生物,43.76,-6.66,-3.12,50209,224891013.0,6.14,46.58,43.7,46.58,46.88,1.06,16.17,40.15,3.76,2025-11-21
6,688783,西安奕材-U,22.8,-5.79,-1.4,154934,359320935.0,4.01,23.77,22.8,23.6,24.2,0.89,9.41,-123.78,7.32,2025-11-21
7,688765,禾元生物-U,77.0,-1.92,-1.51,42361,330884282.0,4.11,79.8,76.57,77.0,78.51,0.77,10.34,-170.24,9.4,2025-11-21
8,688759,必贝特-U,28.58,-4.67,-1.4,50881,146959948.0,5.14,29.88,28.34,29.23,29.98,0.95,10.95,-89.76,7.54,2025-11-21
9,603175,超颖电子,71.54,-8.67,-6.79,90791,665169510.0,6.04,75.98,71.25,73.96,78.33,0.75,20.63,110.81,10.86,2025-11-21
10,001386,马可波罗,22.33,-5.58,-1.32,96271,219751216.48,4.99,23.51,22.33,23.51,23.65,1.03,9.84,18.84,2.17,2025-11-21
