序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603248,N锡华,36.81,264.46,26.71,556408,1529323780.0,217.62,46.0,24.02,28.45,10.1,,80.28,78.6,7.46,2025-12-23
2,301667,N纳百川,115.0,408.17,92.37,193812,1453849447.83,530.31,180.0,59.99,60.0,22.63,,86.16,165.24,10.33,2025-12-23
3,301449,N天溯,101.01,174.48,64.21,117965,1018662025.59,203.72,150.99,76.02,78.5,36.8,,84.79,53.13,5.79,2025-12-23
4,688807,C优迅,203.11,-5.45,-11.7,63154,1279828163.0,7.47,210.86,194.81,209.0,214.81,0.66,42.0,167.08,9.34,2025-12-23
5,001325,C元创,55.71,2.8,1.52,110756,596951939.51,12.57,58.21,51.4,53.26,54.19,0.94,56.51,26.81,2.49,2025-12-23
6,688802,C沐曦-U,667.6,-5.08,-35.75,45455,3068337644.0,3.8,693.36,666.66,693.36,703.35,0.57,25.06,-579.82,19.87,2025-12-23
7,688790,昂瑞微-UW,158.59,-5.85,-9.85,27611,445958881.0,5.9,168.43,158.5,168.0,168.44,0.59,22.9,-188.6,5.55,2025-12-23
8,688796,百奥赛图,50.86,-1.51,-0.78,34618,177335551.0,2.27,51.97,50.8,51.57,51.64,0.55,9.65,149.37,10.72,2025-12-23
9,688795,摩尔线程-U,676.8,0.56,3.8,38749,2599929601.0,3.57,685.0,661.0,665.0,673.0,0.66,13.19,-329.75,27.63,2025-12-23
10,001280,中国铀业,62.22,-3.43,-2.21,304807,1916538199.09,4.18,64.69,62.0,64.69,64.43,0.81,19.28,80.45,7.84,2025-12-23
11,001233,海安集团,60.32,1.69,1.0,37045,222094470.22,2.7,60.48,58.88,59.31,59.32,1.09,10.47,18.2,2.27,2025-12-23
